utterance,spa_all,spa_1,spa_2,spa_2a,time_stamp,speaker,sentence,lemmas,pos,action,file_id,errors,child
62,,,,,00:00:00,MOT,you're going to take it all out ?,you be go to take it all out ?,pro_per aux part inf v pro_per adv adv,,formatted/Bates/Free28/chuck28.json,u38 u39 u46 u75 u75 u82 u88 u107 u138 u141,chuck
63,,,,,00:00:00,MOT,okay .,okay .,co,,formatted/Bates/Free28/chuck28.json,u38 u39 u46 u75 u75 u82 u88 u107 u138 u141,chuck
64,,,,,00:00:00,CHI,yyy,,,,formatted/Bates/Free28/chuck28.json,u38 u39 u46 u75 u75 u82 u88 u107 u138 u141,chuck
65,,,,,00:00:00,MOT,start from the very beginning hm ?,start from the very begin hm ?,v prep det_art adv part co,,formatted/Bates/Free28/chuck28.json,u38 u39 u46 u75 u75 u82 u88 u107 u138 u141,chuck
66,,,,,00:00:00,CHI,kay .,okay .,co,,formatted/Bates/Free28/chuck28.json,u38 u39 u46 u75 u75 u82 u88 u107 u138 u141,chuck
67,,,,,00:00:00,MOT,can I show you something with those ?,can I show you something with those ?,mod pro_sub v pro_per pro_indef prep pro_dem,,formatted/Bates/Free28/chuck28.json,u38 u39 u46 u75 u75 u82 u88 u107 u138 u141,chuck
68,,,,,00:00:00,CHI,okay !,okay !,co,,formatted/Bates/Free28/chuck28.json,u38 u39 u46 u75 u75 u82 u88 u107 u138 u141,chuck
69,,,,,00:00:00,MOT,okay here .,okay here .,co n,,formatted/Bates/Free28/chuck28.json,u38 u39 u46 u75 u75 u82 u88 u107 u138 u141,chuck
70,,,,,00:00:00,MOT,watch .,watch .,n,,formatted/Bates/Free28/chuck28.json,u38 u39 u46 u75 u75 u82 u88 u107 u138 u141,chuck
71,,,,,00:00:00,MOT,I think ...,I think ...,pro_sub v,,formatted/Bates/Free28/chuck28.json,u38 u39 u46 u75 u75 u82 u88 u107 u138 u141,chuck
72,,,,,00:00:00,MOT,look !,look !,co,,formatted/Bates/Free28/chuck28.json,u38 u39 u46 u75 u75 u82 u88 u107 u138 u141,chuck
73,,,,,00:00:00,MOT,you turn em upside down ?,you turn them upside down ?,pro_per v pro_obj adv adv,,formatted/Bates/Free28/chuck28.json,u38 u39 u46 u75 u75 u82 u88 u107 u138 u141,chuck
74,,,,,00:00:00,MOT,I'm not sure .,I be not sure .,pro_sub cop neg adj,,formatted/Bates/Free28/chuck28.json,u38 u39 u46 u75 u75 u82 u88 u107 u138 u141,chuck
75,,,,,00:00:00,CHI,and that now .,and that now .,coord comp adv_tem,,formatted/Bates/Free28/chuck28.json,u38 u39 u46 u75 u75 u82 u88 u107 u138 u141,chuck
76,,,,,00:00:00,MOT,no I think there may be one missing .,no I think there may be one miss .,co pro_sub v adv mod cop pro_indef part,,formatted/Bates/Free28/chuck28.json,u38 u39 u46 u75 u75 u82 u88 u107 u138 u141,chuck
77,,,,,00:00:00,CHI,huh .,huh .,co,,formatted/Bates/Free28/chuck28.json,u38 u39 u46 u75 u75 u82 u88 u107 u138 u141,chuck
78,,,,,00:00:00,MOT,crash crash crash .,crash crash crash .,on on on,,formatted/Bates/Free28/chuck28.json,u38 u39 u46 u75 u75 u82 u88 u107 u138 u141,chuck
79,,,,,00:00:00,MOT,play with something else ?,play with something else ?,n prep pro_indef post,,formatted/Bates/Free28/chuck28.json,u38 u39 u46 u75 u75 u82 u88 u107 u138 u141,chuck
80,,,,,00:00:00,CHI,okay that .,okay that .,adj pro_dem,smiles,formatted/Bates/Free28/chuck28.json,u38 u39 u46 u75 u75 u82 u88 u107 u138 u141,chuck
81,,,,,00:00:00,MOT,okay .,okay .,co,,formatted/Bates/Free28/chuck28.json,u38 u39 u46 u75 u75 u82 u88 u107 u138 u141,chuck
82,,,,,00:00:00,MOT,you like that one don't ?,you like that one do not ?,pro_per v comp det_num mod neg,,formatted/Bates/Free28/chuck28.json,u38 u39 u46 u75 u75 u82 u88 u107 u138 u141,chuck
83,,,,,00:00:00,MOT,okay .,okay .,co,,formatted/Bates/Free28/chuck28.json,u38 u39 u46 u75 u75 u82 u88 u107 u138 u141,chuck
84,,,,,00:00:00,MOT,bring it over here .,bring it over here .,v pro_per prep n,,formatted/Bates/Free28/chuck28.json,u38 u39 u46 u75 u75 u82 u88 u107 u138 u141,chuck
85,,,,,00:00:00,MOT,discards objects .,discard object .,v n,,formatted/Bates/Free28/chuck28.json,u38 u39 u46 u75 u75 u82 u88 u107 u138 u141,chuck
86,,,,,00:00:00,CHI,here ?,here ?,adv,,formatted/Bates/Free28/chuck28.json,u38 u39 u46 u75 u75 u82 u88 u107 u138 u141,chuck
87,,,,,00:00:00,MOT,yeah here !,yeah here !,co adv,,formatted/Bates/Free28/chuck28.json,u38 u39 u46 u75 u75 u82 u88 u107 u138 u141,chuck
88,,,,,00:00:00,CHI,heavy .,heavy .,adj,<2w> glances at Mother,formatted/Bates/Free28/chuck28.json,u38 u39 u46 u75 u75 u82 u88 u107 u138 u141,chuck
89,,,,,00:00:00,MOT,heavy ?,heavy ?,adj,,formatted/Bates/Free28/chuck28.json,u38 u39 u46 u75 u75 u82 u88 u107 u138 u141,chuck
90,,,,,00:00:00,CHI,yeah .,yeah .,co,,formatted/Bates/Free28/chuck28.json,u38 u39 u46 u75 u75 u82 u88 u107 u138 u141,chuck
91,,,,,00:00:00,MOT,good man .,good man .,adj n,,formatted/Bates/Free28/chuck28.json,u38 u39 u46 u75 u75 u82 u88 u107 u138 u141,chuck
92,,,,,00:00:00,MOT,xxx,,,,formatted/Bates/Free28/chuck28.json,u38 u39 u46 u75 u75 u82 u88 u107 u138 u141,chuck
93,,,,,00:00:00,MOT,okay there you go .,okay there you go .,co adv pro_per v,,formatted/Bates/Free28/chuck28.json,u38 u39 u46 u75 u75 u82 u88 u107 u138 u141,chuck
94,,,,,00:00:00,MOT,it's okay .,it be okay .,pro_per cop adj,,formatted/Bates/Free28/chuck28.json,u38 u39 u46 u75 u75 u82 u88 u107 u138 u141,chuck
95,,,,,00:00:00,MOT,show me how you play with that okay ?,show me how you play with that okay ?,v pro_obj pro_int pro_per v prep det_dem adj,,formatted/Bates/Free28/chuck28.json,u38 u39 u46 u75 u75 u82 u88 u107 u138 u141,chuck
96,,,,,00:00:00,CHI,block !,block !,n,,formatted/Bates/Free28/chuck28.json,u38 u39 u46 u75 u75 u82 u88 u107 u138 u141,chuck
97,,,,,00:00:00,CHI,where this block .,where this block .,pro_int det_dem n,,formatted/Bates/Free28/chuck28.json,u38 u39 u46 u75 u75 u82 u88 u107 u138 u141,chuck
98,,,,,00:00:00,MOT,yeah you know that one .,yeah you know that one .,co pro_per v det_dem pro_indef,,formatted/Bates/Free28/chuck28.json,u38 u39 u46 u75 u75 u82 u88 u107 u138 u141,chuck
99,,,,,00:00:00,CHI,yyy,,,,formatted/Bates/Free28/chuck28.json,u38 u39 u46 u75 u75 u82 u88 u107 u138 u141,chuck
100,,,,,00:00:00,MOT,block hm ?,block hm ?,n co,,formatted/Bates/Free28/chuck28.json,u38 u39 u46 u75 u75 u82 u88 u107 u138 u141,chuck
101,,,,,00:00:00,CHI,yeah .,yeah .,co,,formatted/Bates/Free28/chuck28.json,u38 u39 u46 u75 u75 u82 u88 u107 u138 u141,chuck
102,,,,,00:00:00,CHI,ah !,ah !,co,,formatted/Bates/Free28/chuck28.json,u38 u39 u46 u75 u75 u82 u88 u107 u138 u141,chuck
103,,,,,00:00:00,MOT,there you go !,there you go !,adv pro_per v,,formatted/Bates/Free28/chuck28.json,u38 u39 u46 u75 u75 u82 u88 u107 u138 u141,chuck
104,,,,,00:00:00,CHI,dog .,dog .,v,,formatted/Bates/Free28/chuck28.json,u38 u39 u46 u75 u75 u82 u88 u107 u138 u141,chuck
105,,,,,00:00:00,CHI,doggie .,doggie .,chi,,formatted/Bates/Free28/chuck28.json,u38 u39 u46 u75 u75 u82 u88 u107 u138 u141,chuck
106,,,,,00:00:00,CHI,doggie .,doggie .,chi,,formatted/Bates/Free28/chuck28.json,u38 u39 u46 u75 u75 u82 u88 u107 u138 u141,chuck
107,,,,,00:00:00,CHI,doggie .,doggie .,chi,,formatted/Bates/Free28/chuck28.json,u38 u39 u46 u75 u75 u82 u88 u107 u138 u141,chuck
108,,,,,00:00:00,CHI,where doggie ?,where doggie ?,pro_int chi,,formatted/Bates/Free28/chuck28.json,u38 u39 u46 u75 u75 u82 u88 u107 u138 u141,chuck
109,,,,,00:00:00,MOT,doggie ?,doggie ?,chi,,formatted/Bates/Free28/chuck28.json,u38 u39 u46 u75 u75 u82 u88 u107 u138 u141,chuck
110,,,,,00:00:00,MOT,where does doggie go ?,where do doggie go ?,pro_int mod chi v,,formatted/Bates/Free28/chuck28.json,u38 u39 u46 u75 u75 u82 u88 u107 u138 u141,chuck
111,,,,,00:00:00,MOT,I guess he goes in there don't you ?,I guess he go in there do not you ?,pro_sub v pro_sub v prep n mod neg pro_per,,formatted/Bates/Free28/chuck28.json,u38 u39 u46 u75 u75 u82 u88 u107 u138 u141,chuck
112,,,,,00:00:00,CHI,yeah .,yeah .,co,points to dog,formatted/Bates/Free28/chuck28.json,u38 u39 u46 u75 u75 u82 u88 u107 u138 u141,chuck
113,,,,,00:00:00,MOT,yeah .,yeah .,co,,formatted/Bates/Free28/chuck28.json,u38 u39 u46 u75 u75 u82 u88 u107 u138 u141,chuck
114,,,,,00:00:00,CHI,this go in here .,this go in here .,pro_dem v prep n,,formatted/Bates/Free28/chuck28.json,u38 u39 u46 u75 u75 u82 u88 u107 u138 u141,chuck
115,,,,,00:00:00,MOT,that goes in there too .,that go in there too .,pro_dem v prep n adv,,formatted/Bates/Free28/chuck28.json,u38 u39 u46 u75 u75 u82 u88 u107 u138 u141,chuck
116,,,,,00:00:00,MOT,okay .,okay .,co,,formatted/Bates/Free28/chuck28.json,u38 u39 u46 u75 u75 u82 u88 u107 u138 u141,chuck
117,,,,,00:00:00,MOT,there're some funny things in that one aren't there ?,there be some fun thing in that one be not there ?,n cop qn adj n prep det_dem pro_indef cop neg n,,formatted/Bates/Free28/chuck28.json,u38 u39 u46 u75 u75 u82 u88 u107 u138 u141,chuck
118,,,,,00:00:00,MOT,okay .,okay .,co,,formatted/Bates/Free28/chuck28.json,u38 u39 u46 u75 u75 u82 u88 u107 u138 u141,chuck
119,,,,,00:00:00,CHI,,,,,formatted/Bates/Free28/chuck28.json,u38 u39 u46 u75 u75 u82 u88 u107 u138 u141,chuck
120,,,,,00:00:00,MOT,here you go .,here you go .,adv pro_per v,,formatted/Bates/Free28/chuck28.json,u38 u39 u46 u75 u75 u82 u88 u107 u138 u141,chuck
121,,,,,00:00:00,CHI,yyy go ., go ., v,,formatted/Bates/Free28/chuck28.json,u38 u39 u46 u75 u75 u82 u88 u107 u138 u141,chuck
122,,,,,00:00:00,CHI,yyy,,,,formatted/Bates/Free28/chuck28.json,u38 u39 u46 u75 u75 u82 u88 u107 u138 u141,chuck
123,,,,,00:00:00,MOT,a green one ?,a green one ?,det_art n pro_indef,,formatted/Bates/Free28/chuck28.json,u38 u39 u46 u75 u75 u82 u88 u107 u138 u141,chuck
124,,,,,00:00:00,CHI,moink .,moink .,on,,formatted/Bates/Free28/chuck28.json,u38 u39 u46 u75 u75 u82 u88 u107 u138 u141,chuck
125,,,,,00:00:00,CHI,more ball .,more ball .,qn n,,formatted/Bates/Free28/chuck28.json,u38 u39 u46 u75 u75 u82 u88 u107 u138 u141,chuck
126,,,,,00:00:00,MOT,a red ball .,a red ball .,det_art adj n,,formatted/Bates/Free28/chuck28.json,u38 u39 u46 u75 u75 u82 u88 u107 u138 u141,chuck
127,,,,,00:00:00,CHI,boink !,boink !,on,,formatted/Bates/Free28/chuck28.json,u38 u39 u46 u75 u75 u82 u88 u107 u138 u141,chuck
128,,,,,00:00:00,CHI,muh_oink !,muh_oink !,on,,formatted/Bates/Free28/chuck28.json,u38 u39 u46 u75 u75 u82 u88 u107 u138 u141,chuck
129,,,,,00:00:00,MOT,moick !,moick !,on,,formatted/Bates/Free28/chuck28.json,u38 u39 u46 u75 u75 u82 u88 u107 u138 u141,chuck
130,,,,,00:00:00,CHI,boink !,boink !,on,,formatted/Bates/Free28/chuck28.json,u38 u39 u46 u75 u75 u82 u88 u107 u138 u141,chuck
131,,,,,00:00:00,MOT,moink .,moink .,on,,formatted/Bates/Free28/chuck28.json,u38 u39 u46 u75 u75 u82 u88 u107 u138 u141,chuck
132,,,,,00:00:00,CHI,moick !,moick !,on,,formatted/Bates/Free28/chuck28.json,u38 u39 u46 u75 u75 u82 u88 u107 u138 u141,chuck
133,,,,,00:00:00,CHI,oh in here ?,oh in here ?,co prep n,,formatted/Bates/Free28/chuck28.json,u38 u39 u46 u75 u75 u82 u88 u107 u138 u141,chuck
134,,,,,00:00:00,MOT,that's cheating .,that be cheat .,pro_rel aux part,,formatted/Bates/Free28/chuck28.json,u38 u39 u46 u75 u75 u82 u88 u107 u138 u141,chuck
135,,,,,00:00:00,CHI,moick .,moick .,on,,formatted/Bates/Free28/chuck28.json,u38 u39 u46 u75 u75 u82 u88 u107 u138 u141,chuck
136,,,,,00:00:00,CHI,moick .,moick .,on,,formatted/Bates/Free28/chuck28.json,u38 u39 u46 u75 u75 u82 u88 u107 u138 u141,chuck
137,,,,,00:00:00,MOT,moink .,moink .,on,,formatted/Bates/Free28/chuck28.json,u38 u39 u46 u75 u75 u82 u88 u107 u138 u141,chuck
138,,,,,00:00:00,CHI,moink .,moink .,on,,formatted/Bates/Free28/chuck28.json,u38 u39 u46 u75 u75 u82 u88 u107 u138 u141,chuck
139,,,,,00:00:00,CHI,moink .,moink .,on,,formatted/Bates/Free28/chuck28.json,u38 u39 u46 u75 u75 u82 u88 u107 u138 u141,chuck
140,,,,,00:00:00,MOT,uhoh .,uhoh .,co,smiles,formatted/Bates/Free28/chuck28.json,u38 u39 u46 u75 u75 u82 u88 u107 u138 u141,chuck
141,,,,,00:00:00,CHI,,,,,formatted/Bates/Free28/chuck28.json,u38 u39 u46 u75 u75 u82 u88 u107 u138 u141,chuck
142,,,,,00:00:00,MOT,yep !,yep !,co,,formatted/Bates/Free28/chuck28.json,u38 u39 u46 u75 u75 u82 u88 u107 u138 u141,chuck
143,,,,,00:00:00,MOT,she fit in there !,she fit in there !,pro_sub n prep n,,formatted/Bates/Free28/chuck28.json,u38 u39 u46 u75 u75 u82 u88 u107 u138 u141,chuck
144,,,,,00:00:00,CHI,yeah .,yeah .,co,,formatted/Bates/Free28/chuck28.json,u38 u39 u46 u75 u75 u82 u88 u107 u138 u141,chuck
145,,,,,00:00:00,CHI,it went in here .,it go in here .,pro_per v prep n,,formatted/Bates/Free28/chuck28.json,u38 u39 u46 u75 u75 u82 u88 u107 u138 u141,chuck
146,,,,,00:00:00,CHI,went in here ?,go in here ?,v prep n,,formatted/Bates/Free28/chuck28.json,u38 u39 u46 u75 u75 u82 u88 u107 u138 u141,chuck
147,,,,,00:00:00,MOT,here try and see if you can get it going in up at the top .,here try and see if you can get it go in up at the top .,adv v coord v conj pro_per mod v pro_per part prep adv prep det_art n,points to shape box lid,formatted/Bates/Free28/chuck28.json,u38 u39 u46 u75 u75 u82 u88 u107 u138 u141,chuck
148,,,,,00:00:00,CHI,,,,,formatted/Bates/Free28/chuck28.json,u38 u39 u46 u75 u75 u82 u88 u107 u138 u141,chuck
149,,,,,00:00:00,MOT,there you go .,there you go .,adv pro_per v,,formatted/Bates/Free28/chuck28.json,u38 u39 u46 u75 u75 u82 u88 u107 u138 u141,chuck
150,,,,,00:00:00,MOT,that's right .,that be right .,pro_dem cop co,,formatted/Bates/Free28/chuck28.json,u38 u39 u46 u75 u75 u82 u88 u107 u138 u141,chuck
151,,,,,00:00:00,MOT,yeah .,yeah .,co,,formatted/Bates/Free28/chuck28.json,u38 u39 u46 u75 u75 u82 u88 u107 u138 u141,chuck
152,,,,,00:00:00,MOT,twist it around a little .,twist it around a little .,v pro_per prep det_art adj,,formatted/Bates/Free28/chuck28.json,u38 u39 u46 u75 u75 u82 u88 u107 u138 u141,chuck
153,,,,,00:00:00,MOT,okay .,okay .,co,,formatted/Bates/Free28/chuck28.json,u38 u39 u46 u75 u75 u82 u88 u107 u138 u141,chuck
154,,,,,00:00:00,MOT,turn it around a little bit more .,turn it around a little bit more .,v pro_per prep det_art adj n adv,,formatted/Bates/Free28/chuck28.json,u38 u39 u46 u75 u75 u82 u88 u107 u138 u141,chuck
155,,,,,00:00:00,MOT,there you go .,there you go .,adv pro_per v,,formatted/Bates/Free28/chuck28.json,u38 u39 u46 u75 u75 u82 u88 u107 u138 u141,chuck
156,,,,,00:00:00,MOT,there you go !,there you go !,adv pro_per v,,formatted/Bates/Free28/chuck28.json,u38 u39 u46 u75 u75 u82 u88 u107 u138 u141,chuck
157,,,,,00:00:00,MOT,oop .,oops .,co,,formatted/Bates/Free28/chuck28.json,u38 u39 u46 u75 u75 u82 u88 u107 u138 u141,chuck
158,,,,,00:00:00,MOT,almost !,almost !,adv,,formatted/Bates/Free28/chuck28.json,u38 u39 u46 u75 u75 u82 u88 u107 u138 u141,chuck
159,,,,,00:00:00,MOT,almost .,almost .,adv,,formatted/Bates/Free28/chuck28.json,u38 u39 u46 u75 u75 u82 u88 u107 u138 u141,chuck
160,,,,,00:00:00,MOT,oops !,oops !,co,,formatted/Bates/Free28/chuck28.json,u38 u39 u46 u75 u75 u82 u88 u107 u138 u141,chuck
161,,,,,00:00:00,CHI,,,,,formatted/Bates/Free28/chuck28.json,u38 u39 u46 u75 u75 u82 u88 u107 u138 u141,chuck
162,,,,,00:00:00,MOT,there .,there .,adv,,formatted/Bates/Free28/chuck28.json,u38 u39 u46 u75 u75 u82 u88 u107 u138 u141,chuck
163,,,,,00:00:00,MOT,try again .,try again .,v adv_tem,,formatted/Bates/Free28/chuck28.json,u38 u39 u46 u75 u75 u82 u88 u107 u138 u141,chuck
164,,,,,00:00:00,MOT,almost !,almost !,adv,,formatted/Bates/Free28/chuck28.json,u38 u39 u46 u75 u75 u82 u88 u107 u138 u141,chuck
165,,,,,00:00:00,MOT,go ahead .,go ahead .,v adv,,formatted/Bates/Free28/chuck28.json,u38 u39 u46 u75 u75 u82 u88 u107 u138 u141,chuck
166,,,,,00:00:00,CHI,right here ?,right here ?,adv n,,formatted/Bates/Free28/chuck28.json,u38 u39 u46 u75 u75 u82 u88 u107 u138 u141,chuck
167,,,,,00:00:00,MOT,turn it around a little bit more .,turn it around a little bit more .,v pro_per prep det_art adj n adv,,formatted/Bates/Free28/chuck28.json,u38 u39 u46 u75 u75 u82 u88 u107 u138 u141,chuck
168,,,,,00:00:00,CHI,oh !,oh !,co,,formatted/Bates/Free28/chuck28.json,u38 u39 u46 u75 u75 u82 u88 u107 u138 u141,chuck
169,,,,,00:00:00,MOT,here Chuck .,here Chuck .,n n_prop,,formatted/Bates/Free28/chuck28.json,u38 u39 u46 u75 u75 u82 u88 u107 u138 u141,chuck
170,,,,,00:00:00,MOT,try it like that okay ?,try it like that okay ?,v pro_per prep comp co,,formatted/Bates/Free28/chuck28.json,u38 u39 u46 u75 u75 u82 u88 u107 u138 u141,chuck
171,,,,,00:00:00,MOT,up straight like that .,up straight like that .,adv adj prep pro_dem,,formatted/Bates/Free28/chuck28.json,u38 u39 u46 u75 u75 u82 u88 u107 u138 u141,chuck
172,,,,,00:00:00,MOT,oop .,oops .,co,,formatted/Bates/Free28/chuck28.json,u38 u39 u46 u75 u75 u82 u88 u107 u138 u141,chuck
173,,,,,00:00:00,MOT,that's it .,that be it .,pro_dem cop pro_per,,formatted/Bates/Free28/chuck28.json,u38 u39 u46 u75 u75 u82 u88 u107 u138 u141,chuck
174,,,,,00:00:00,MOT,try like this .,try like this .,v prep pro_dem,,formatted/Bates/Free28/chuck28.json,u38 u39 u46 u75 u75 u82 u88 u107 u138 u141,chuck
175,,,,,00:00:00,MOT,okay ?,okay ?,co,,formatted/Bates/Free28/chuck28.json,u38 u39 u46 u75 u75 u82 u88 u107 u138 u141,chuck
176,,,,,00:00:00,CHI,,,,,formatted/Bates/Free28/chuck28.json,u38 u39 u46 u75 u75 u82 u88 u107 u138 u141,chuck
177,,,,,00:00:00,MOT,there !,there !,adv,,formatted/Bates/Free28/chuck28.json,u38 u39 u46 u75 u75 u82 u88 u107 u138 u141,chuck
178,,,,,00:00:00,MOT,you did .,you do .,pro_per v,,formatted/Bates/Free28/chuck28.json,u38 u39 u46 u75 u75 u82 u88 u107 u138 u141,chuck
179,,,,,00:00:00,CHI,right here .,right here .,adv n,,formatted/Bates/Free28/chuck28.json,u38 u39 u46 u75 u75 u82 u88 u107 u138 u141,chuck
180,,,,,00:00:00,MOT,yeah !,yeah !,co,,formatted/Bates/Free28/chuck28.json,u38 u39 u46 u75 u75 u82 u88 u107 u138 u141,chuck
181,,,,,00:00:00,CHI,right here ?,right here ?,adv n,,formatted/Bates/Free28/chuck28.json,u38 u39 u46 u75 u75 u82 u88 u107 u138 u141,chuck
182,,,,,00:00:00,MOT,yeah you did it !,yeah you do it !,co pro_per mod pro_per,,formatted/Bates/Free28/chuck28.json,u38 u39 u46 u75 u75 u82 u88 u107 u138 u141,chuck
183,,,,,00:00:00,CHI,yyy,,,,formatted/Bates/Free28/chuck28.json,u38 u39 u46 u75 u75 u82 u88 u107 u138 u141,chuck
184,,,,,00:00:00,CHI,I did it .,I do it .,pro_sub mod pro_per,,formatted/Bates/Free28/chuck28.json,u38 u39 u46 u75 u75 u82 u88 u107 u138 u141,chuck
185,,,,,00:00:00,MOT,oh that's a toughie isn't it ?,oh that be a tough be not it ?,co pro_dem cop det_art n cop neg pro_per,,formatted/Bates/Free28/chuck28.json,u38 u39 u46 u75 u75 u82 u88 u107 u138 u141,chuck
186,,,,,00:00:00,CHI,go right here ?,go right here ?,v adv n,,formatted/Bates/Free28/chuck28.json,u38 u39 u46 u75 u75 u82 u88 u107 u138 u141,chuck
187,,,,,00:00:00,MOT,yeah right there okay .,yeah right there okay .,co adv n adj,,formatted/Bates/Free28/chuck28.json,u38 u39 u46 u75 u75 u82 u88 u107 u138 u141,chuck
0,,,,,00:00:00,MOT,what do you have ?,what do you have ?,pro_int mod pro_per v,,formatted/Bates/Free28/linda28.json,u20 u79 u113 u121 u127,linda
1,,,,,00:00:00,CHI,twos .,two .,n,,formatted/Bates/Free28/linda28.json,u20 u79 u113 u121 u127,linda
2,,,,,00:00:00,MOT,twos ?,two ?,n,,formatted/Bates/Free28/linda28.json,u20 u79 u113 u121 u127,linda
3,,,,,00:00:00,MOT,two what ?,two what ?,det_num pro_int,,formatted/Bates/Free28/linda28.json,u20 u79 u113 u121 u127,linda
4,,,,,00:00:00,CHI,two box .,two box .,det_num n,looks closely at nesting cups in Mother's hand,formatted/Bates/Free28/linda28.json,u20 u79 u113 u121 u127,linda
5,,,,,00:00:00,MOT,two box ?,two box ?,det_num n,,formatted/Bates/Free28/linda28.json,u20 u79 u113 u121 u127,linda
6,,,,,00:00:00,CHI,yeah .,yeah .,co,,formatted/Bates/Free28/linda28.json,u20 u79 u113 u121 u127,linda
7,,,,,00:00:00,CHI,here these are yours .,here these be yours .,adv pro_dem cop pro_poss,,formatted/Bates/Free28/linda28.json,u20 u79 u113 u121 u127,linda
8,,,,,00:00:00,MOT,these are yours ?,these be yours ?,pro_dem cop pro_poss,,formatted/Bates/Free28/linda28.json,u20 u79 u113 u121 u127,linda
9,,,,,00:00:00,CHI,these are mine .,these be mine .,pro_dem cop pro_poss,,formatted/Bates/Free28/linda28.json,u20 u79 u113 u121 u127,linda
10,,,,,00:00:00,MOT,and these are mine huh ?,and these be mine huh ?,coord pro_dem cop n co,,formatted/Bates/Free28/linda28.json,u20 u79 u113 u121 u127,linda
11,,,,,00:00:00,MOT,okay .,okay .,co,,formatted/Bates/Free28/linda28.json,u20 u79 u113 u121 u127,linda
12,,,,,00:00:00,CHI,mine too .,mine too .,n adv,,formatted/Bates/Free28/linda28.json,u20 u79 u113 u121 u127,linda
13,,,,,00:00:00,MOT,these are mine too ?,these be mine too ?,pro_dem cop n adv,,formatted/Bates/Free28/linda28.json,u20 u79 u113 u121 u127,linda
14,,,,,00:00:00,CHI,these are mine .,these be mine .,pro_dem cop pro_poss,,formatted/Bates/Free28/linda28.json,u20 u79 u113 u121 u127,linda
15,,,,,00:00:00,MOT,these are mine ?,these be mine ?,pro_dem cop pro_poss,,formatted/Bates/Free28/linda28.json,u20 u79 u113 u121 u127,linda
16,,,,,00:00:00,CHI,these are mine too .,these be mine too .,pro_dem cop n adv,,formatted/Bates/Free28/linda28.json,u20 u79 u113 u121 u127,linda
17,,,,,00:00:00,MOT,okay .,okay .,co,,formatted/Bates/Free28/linda28.json,u20 u79 u113 u121 u127,linda
18,,,,,00:00:00,MOT,what shall we do with them ?,what shall we do with them ?,pro_int mod pro_sub v prep pro_obj,,formatted/Bates/Free28/linda28.json,u20 u79 u113 u121 u127,linda
19,,,,,00:00:00,CHI,,,,,formatted/Bates/Free28/linda28.json,u20 u79 u113 u121 u127,linda
20,,,,,00:00:00,CHI,out box ...,out box ...,prep n,,formatted/Bates/Free28/linda28.json,u20 u79 u113 u121 u127,linda
21,,,,,00:00:00,MOT,get it out ?,get it out ?,v pro_per adv,,formatted/Bates/Free28/linda28.json,u20 u79 u113 u121 u127,linda
22,,,,,00:00:00,CHI,an an these get out .,and and these get out .,coord coord pro_dem v adv,,formatted/Bates/Free28/linda28.json,u20 u79 u113 u121 u127,linda
23,,,,,00:00:00,CHI,and put it in box .,and put it in box .,coord v pro_per prep n,,formatted/Bates/Free28/linda28.json,u20 u79 u113 u121 u127,linda
24,,,,,00:00:00,CHI,an here .,and here .,coord adv,,formatted/Bates/Free28/linda28.json,u20 u79 u113 u121 u127,linda
25,,,,,00:00:00,MOT,like that ?,like that ?,prep pro_dem,,formatted/Bates/Free28/linda28.json,u20 u79 u113 u121 u127,linda
26,,,,,00:00:00,CHI,mhm .,mhm .,co,,formatted/Bates/Free28/linda28.json,u20 u79 u113 u121 u127,linda
27,,,,,00:00:00,CHI,like that .,like that .,prep pro_dem,,formatted/Bates/Free28/linda28.json,u20 u79 u113 u121 u127,linda
28,,,,,00:00:00,MOT,,,,,formatted/Bates/Free28/linda28.json,u20 u79 u113 u121 u127,linda
29,,,,,00:00:00,CHI,ball .,ball .,n,gestures to ball in nesting cup,formatted/Bates/Free28/linda28.json,u20 u79 u113 u121 u127,linda
30,,,,,00:00:00,MOT,in the balls ?,in the ball ?,prep det_art n,,formatted/Bates/Free28/linda28.json,u20 u79 u113 u121 u127,linda
31,,,,,00:00:00,CHI,yyy an ., and ., coord,,formatted/Bates/Free28/linda28.json,u20 u79 u113 u121 u127,linda
32,,,,,00:00:00,CHI,like that .,like that .,prep pro_dem,,formatted/Bates/Free28/linda28.json,u20 u79 u113 u121 u127,linda
33,,,,,00:00:00,CHI,and like that .,and like that .,coord v comp,,formatted/Bates/Free28/linda28.json,u20 u79 u113 u121 u127,linda
34,,,,,00:00:00,MOT,like that ?,like that ?,prep pro_dem,,formatted/Bates/Free28/linda28.json,u20 u79 u113 u121 u127,linda
35,,,,,00:00:00,CHI,uhhuh .,uhhuh .,co,,formatted/Bates/Free28/linda28.json,u20 u79 u113 u121 u127,linda
36,,,,,00:00:00,MOT,there's a_lot_of them .,there be a_lot_of them .,pro_exist cop qn pro_obj,,formatted/Bates/Free28/linda28.json,u20 u79 u113 u121 u127,linda
37,,,,,00:00:00,CHI,know .,know .,v,,formatted/Bates/Free28/linda28.json,u20 u79 u113 u121 u127,linda
38,,,,,00:00:00,MOT,do you know ?,do you know ?,mod pro_per v,,formatted/Bates/Free28/linda28.json,u20 u79 u113 u121 u127,linda
39,,,,,00:00:00,MOT,now what ?,now what ?,adv_tem pro_int,,formatted/Bates/Free28/linda28.json,u20 u79 u113 u121 u127,linda
